seed,normalization,train_days,val_days,final_train_loss,final_val_loss,best_val_loss,target_observed_mse,final_val_loss_relative,best_val_loss_relative,view,device,channels_selected,channel_groups_selected,embedding_dim,embedding_norm_mean,embedding_axis_std_mean,embedding_axis_std_min,embedding_effective_rank,subject_centroid_leakage,adjacent_cosine_mean,random_cosine_mean,temporal_locality_gap,train_sample_mean_l2,train_sample_std_l2
2026,subject_channel,574,126,7.661541855709062,7.1244096755981445,7.1244096755981445,9.361512184143066,0.7610319289725198,0.7610319289725198,only_event,mps,11,['event'],24,4.898592472076416,0.24951370060443878,0.09087444841861725,3.4016737910334913,0.34,0.9686972037605618,0.9297611368739087,0.038936066886653076,0.1251535564661026,0.058147892355918884
2026,subject_channel,574,126,4.207163116242412,3.9170655012130737,3.9170655012130737,5.064891815185547,0.7733759464454772,0.7733759464454772,event_cross_missing,mps,34,"['cross_modal', 'event', 'missingness']",24,4.898634910583496,0.21108467876911163,0.10244442522525787,2.3457162663487607,0.3871428571428571,0.9826904055001079,0.9436861946962882,0.03900421080381966,0.11035725474357605,0.10616663098335266
2026,subject_channel_token,574,126,3.167656779704609,2.814266800880432,2.814266800880432,3.634495735168457,0.7743211179610842,0.7743211179610842,only_missingness,mps,21,['missingness'],24,4.898586273193359,0.3253115713596344,0.1397598385810852,1.976890765511669,0.18571428571428572,0.8989064340574154,0.8710617434719334,0.027844690585482,0.1901569813489914,0.1193409115076065
2027,subject_channel,574,126,7.685836378290263,7.514889240264893,7.514889240264893,9.361512184143066,0.8027430924027356,0.8027430924027356,only_event,mps,11,['event'],24,4.898690700531006,0.18440721929073334,0.07379386574029922,3.5522598067781033,0.3028571428571429,0.9819035460119662,0.9611884445383929,0.02071510147357325,0.08196984231472015,0.044990524649620056
2026,subject_channel,574,126,2.558130569989673,2.540619671344757,2.479405164718628,2.9234111309051514,0.8690599979203494,0.8481205871139139,only_missingness,mps,21,['missingness'],24,4.898568153381348,0.27238330245018005,0.14136599004268646,2.6132733556323973,0.38571428571428573,0.9653753661591074,0.9099749080512834,0.0554004581078239,0.12834715843200684,0.10778731107711792
2027,subject_channel,574,126,4.259606795859254,4.3317742347717285,4.3317742347717285,5.064891815185547,0.8552550366000342,0.8552550366000342,event_cross_missing,mps,34,"['cross_modal', 'event', 'missingness']",24,4.898518085479736,0.16601742804050446,0.0751819908618927,3.4832310617752698,0.38571428571428573,0.9824014527210291,0.9651914885942486,0.01720996412678044,0.07285185158252716,0.07183178514242172
2026,subject_channel_token,574,126,4.836726738600781,4.632670283317566,4.632670283317566,5.392138957977295,0.8591526144673723,0.8591526144673723,event_cross_missing,mps,34,"['cross_modal', 'event', 'missingness']",24,4.898642063140869,0.15257824957370758,0.08682378381490707,3.694766758898585,0.18714285714285714,0.9804815408112346,0.9724825119626694,0.007999028848565182,0.039807211607694626,0.08889167010784149
2026,global,574,126,0.7509908939903206,0.7761653065681458,0.6850390583276749,0.7826431393623352,0.991723133483969,0.8752891629329504,only_missingness,mps,21,['missingness'],24,4.898591041564941,0.13355033099651337,0.06630243360996246,1.947404865000328,0.26142857142857145,0.9866159927153932,0.9770989055218904,0.00951708719350286,0.09321262687444687,0.16957803070545197
2026,subject_channel_token,574,126,7.227960403787965,7.218871355056763,7.218871355056763,7.9429030418396,0.908845458270236,0.908845458270236,only_event,mps,11,['event'],24,4.898645877838135,0.22266782820224762,0.08813896030187607,4.5974551408225395,0.25,0.955081569198249,0.9424749178299006,0.012606651368348487,0.06442245841026306,0.08797316998243332
2027,subject_channel,574,126,2.7226910873572585,2.722509980201721,2.722509980201721,2.9234111309051514,0.9312785161896723,0.9312785161896723,only_missingness,mps,21,['missingness'],24,4.8984904289245605,0.19775111973285675,0.07540996372699738,3.3565079776380453,0.3585714285714286,0.9786634503931239,0.9523404101530711,0.02632304024005272,0.10484785586595535,0.18293221294879913
