fold,target,source,loss,n_features
1,S4,selected_single__logreg_c0.1_b0.35,0.6679081473715281,132
1,S4,target_moe__ridge_a5_b0.05,0.6820447131404216,1488
1,S4,target_moe__ridge_a5_b0.1,0.6902084636121374,1488
1,S4,target_moe__ridge_a5_b0.2,0.8164651181373003,1488
1,S4,target_moe__ridge_a5_b0.35,1.0464282877875142,1488
1,S4,target_moe__ridge_a20_b0.05,0.6807836981666795,1488
1,S4,target_moe__ridge_a20_b0.1,0.6838851167511452,1488
1,S4,target_moe__ridge_a20_b0.2,0.7077647855144708,1488
1,S4,target_moe__ridge_a20_b0.35,0.9155170700536331,1488
1,S4,target_moe__ridge_a80_b0.05,0.6799545675736846,1488
1,S4,target_moe__ridge_a80_b0.1,0.6804092911179495,1488
1,S4,target_moe__ridge_a80_b0.2,0.6858613328984057,1488
1,S4,target_moe__ridge_a80_b0.35,0.7171683539580576,1488
1,S4,target_moe__logreg_c0.03_b0.05,0.679152725450795,1488
1,S4,target_moe__logreg_c0.03_b0.1,0.6780218689259798,1488
1,S4,target_moe__logreg_c0.03_b0.2,0.6772046340988421,1488
1,S4,target_moe__logreg_c0.03_b0.35,0.6797399260453776,1488
1,S4,target_moe__logreg_c0.1_b0.05,0.6794036879554638,1488
1,S4,target_moe__logreg_c0.1_b0.1,0.6788341841497488,1488
1,S4,target_moe__logreg_c0.1_b0.2,0.6800905690087787,1488
1,S4,target_moe__logreg_c0.1_b0.35,0.6883214808092887,1488
1,S4,selected_plus_target_moe__ridge_a5_b0.05,0.6820447131404216,1488
1,S4,selected_plus_target_moe__ridge_a5_b0.1,0.6902084636121374,1488
1,S4,selected_plus_target_moe__ridge_a5_b0.2,0.8164651181373003,1488
1,S4,selected_plus_target_moe__ridge_a5_b0.35,1.0464282877875142,1488
1,S4,selected_plus_target_moe__ridge_a20_b0.05,0.6807836981666795,1488
1,S4,selected_plus_target_moe__ridge_a20_b0.1,0.6838851167511452,1488
1,S4,selected_plus_target_moe__ridge_a20_b0.2,0.7077647855144708,1488
1,S4,selected_plus_target_moe__ridge_a20_b0.35,0.9155170700536331,1488
1,S4,selected_plus_target_moe__ridge_a80_b0.05,0.6799545675736846,1488
1,S4,selected_plus_target_moe__ridge_a80_b0.1,0.6804092911179495,1488
1,S4,selected_plus_target_moe__ridge_a80_b0.2,0.6858613328984057,1488
1,S4,selected_plus_target_moe__ridge_a80_b0.35,0.7171683539580576,1488
1,S4,selected_plus_target_moe__logreg_c0.03_b0.05,0.679152725450795,1488
1,S4,selected_plus_target_moe__logreg_c0.03_b0.1,0.6780218689259798,1488
1,S4,selected_plus_target_moe__logreg_c0.03_b0.2,0.6772046340988421,1488
1,S4,selected_plus_target_moe__logreg_c0.03_b0.35,0.6797399260453776,1488
1,S4,selected_plus_target_moe__logreg_c0.1_b0.05,0.6794036879554638,1488
1,S4,selected_plus_target_moe__logreg_c0.1_b0.1,0.6788341841497488,1488
1,S4,selected_plus_target_moe__logreg_c0.1_b0.2,0.6800905690087787,1488
1,S4,selected_plus_target_moe__logreg_c0.1_b0.35,0.6883214808092887,1488
2,Q1,selected_single__ridge_a5_b0.05,0.6698454582159041,644
2,Q1,selected_single__ridge_a5_b0.1,0.6619285083595979,644
2,Q1,selected_single__ridge_a5_b0.2,0.6507121911815498,644
2,Q1,selected_single__ridge_a5_b0.35,0.6528592175571815,644
2,Q1,selected_single__ridge_a20_b0.05,0.6724526460768824,644
2,Q1,selected_single__ridge_a20_b0.1,0.6666336482057265,644
2,Q1,selected_single__ridge_a20_b0.2,0.6577892685936867,644
2,Q1,selected_single__ridge_a20_b0.35,0.6530480108740867,644
2,Q1,selected_single__ridge_a80_b0.05,0.6744488375474835,644
2,Q1,selected_single__ridge_a80_b0.1,0.6702652930950969,644
2,Q1,selected_single__ridge_a80_b0.2,0.6635631852287769,644
2,Q1,selected_single__ridge_a80_b0.35,0.6581015641800996,644
2,Q1,selected_single__logreg_c0.03_b0.05,0.6740591716269905,644
2,Q1,selected_single__logreg_c0.03_b0.1,0.6693035305436709,644
2,Q1,selected_single__logreg_c0.03_b0.2,0.6608643801603916,644
2,Q1,selected_single__logreg_c0.03_b0.35,0.6508142856525402,644
2,Q1,selected_single__logreg_c0.1_b0.05,0.6727420775135363,644
2,Q1,selected_single__logreg_c0.1_b0.1,0.6668953915673166,644
2,Q1,selected_single__logreg_c0.1_b0.2,0.6569183379320537,644
2,Q1,selected_single__logreg_c0.1_b0.35,0.6461188368555938,644
2,Q1,target_moe__ridge_a5_b0.05,0.675196247307507,2444
2,Q1,target_moe__ridge_a5_b0.1,0.6765318233995534,2444
2,Q1,target_moe__ridge_a5_b0.2,0.7786221105710409,2444
2,Q1,target_moe__ridge_a5_b0.35,0.9954232848947041,2444
2,Q1,target_moe__ridge_a20_b0.05,0.674831060162835,2444
2,Q1,target_moe__ridge_a20_b0.1,0.6739754165194697,2444
2,Q1,target_moe__ridge_a20_b0.2,0.6909386417395001,2444
2,Q1,target_moe__ridge_a20_b0.35,0.8836213461916708,2444
2,Q1,target_moe__ridge_a80_b0.05,0.6760321575357127,2444
2,Q1,target_moe__ridge_a80_b0.1,0.674932948521956,2444
2,Q1,target_moe__ridge_a80_b0.2,0.6816150448973045,2444
2,Q1,target_moe__ridge_a80_b0.35,0.8041181529969639,2444
2,Q1,target_moe__logreg_c0.03_b0.05,0.6741130457686598,2444
2,Q1,target_moe__logreg_c0.03_b0.1,0.6700411976182931,2444
2,Q1,target_moe__logreg_c0.03_b0.2,0.6647097011006836,2444
2,Q1,target_moe__logreg_c0.03_b0.35,0.6635220149711799,2444
2,Q1,target_moe__logreg_c0.1_b0.05,0.6725613586851039,2444
2,Q1,target_moe__logreg_c0.1_b0.1,0.6673853817773441,2444
2,Q1,target_moe__logreg_c0.1_b0.2,0.661111968500167,2444
2,Q1,target_moe__logreg_c0.1_b0.35,0.6616896092931662,2444
2,Q1,selected_plus_target_moe__ridge_a5_b0.05,0.675196247307507,2444
2,Q1,selected_plus_target_moe__ridge_a5_b0.1,0.6765318233995534,2444
2,Q1,selected_plus_target_moe__ridge_a5_b0.2,0.7786221105710409,2444
2,Q1,selected_plus_target_moe__ridge_a5_b0.35,0.9954232848947041,2444
2,Q1,selected_plus_target_moe__ridge_a20_b0.05,0.674831060162835,2444
2,Q1,selected_plus_target_moe__ridge_a20_b0.1,0.6739754165194697,2444
2,Q1,selected_plus_target_moe__ridge_a20_b0.2,0.6909386417395001,2444
2,Q1,selected_plus_target_moe__ridge_a20_b0.35,0.8836213461916708,2444
2,Q1,selected_plus_target_moe__ridge_a80_b0.05,0.6760321575357127,2444
2,Q1,selected_plus_target_moe__ridge_a80_b0.1,0.674932948521956,2444
2,Q1,selected_plus_target_moe__ridge_a80_b0.2,0.6816150448973045,2444
2,Q1,selected_plus_target_moe__ridge_a80_b0.35,0.8041181529969639,2444
2,Q1,selected_plus_target_moe__logreg_c0.03_b0.05,0.6741130457686598,2444
2,Q1,selected_plus_target_moe__logreg_c0.03_b0.1,0.6700411976182931,2444
2,Q1,selected_plus_target_moe__logreg_c0.03_b0.2,0.6647097011006836,2444
2,Q1,selected_plus_target_moe__logreg_c0.03_b0.35,0.6635220149711799,2444
2,Q1,selected_plus_target_moe__logreg_c0.1_b0.05,0.6725613586851039,2444
2,Q1,selected_plus_target_moe__logreg_c0.1_b0.1,0.6673853817773441,2444
2,Q1,selected_plus_target_moe__logreg_c0.1_b0.2,0.661111968500167,2444
2,Q1,selected_plus_target_moe__logreg_c0.1_b0.35,0.6616896092931662,2444
2,Q2,selected_single__ridge_a5_b0.05,0.6435440660716262,772
2,Q2,selected_single__ridge_a5_b0.1,0.6375835646800894,772
2,Q2,selected_single__ridge_a5_b0.2,0.6347317071439755,772
2,Q2,selected_single__ridge_a5_b0.35,0.6670263462970372,772
2,Q2,selected_single__ridge_a20_b0.05,0.6435529708118216,772
2,Q2,selected_single__ridge_a20_b0.1,0.636782606597125,772
2,Q2,selected_single__ridge_a20_b0.2,0.6288999080716785,772
2,Q2,selected_single__ridge_a20_b0.35,0.6352993702041768,772
2,Q2,selected_single__ridge_a80_b0.05,0.6457327082854131,772
2,Q2,selected_single__ridge_a80_b0.1,0.6404954718222594,772
2,Q2,selected_single__ridge_a80_b0.2,0.6336399398599529,772
2,Q2,selected_single__ridge_a80_b0.35,0.6329782712993002,772
2,Q2,selected_single__logreg_c0.03_b0.05,0.6482129975224481,772
2,Q2,selected_single__logreg_c0.03_b0.1,0.6452716927402041,772
2,Q2,selected_single__logreg_c0.03_b0.2,0.6423686200251164,772
2,Q2,selected_single__logreg_c0.03_b0.35,0.6452020468493967,772
2,Q2,selected_single__logreg_c0.1_b0.05,0.6458328839816379,772
2,Q2,selected_single__logreg_c0.1_b0.1,0.6408066955108263,772
2,Q2,selected_single__logreg_c0.1_b0.2,0.6345786637345199,772
2,Q2,selected_single__logreg_c0.1_b0.35,0.6345808184652777,772
2,Q2,target_moe__ridge_a5_b0.05,0.6432865832190479,2768
2,Q2,target_moe__ridge_a5_b0.1,0.637787557709284,2768
2,Q2,target_moe__ridge_a5_b0.2,0.639599791140215,2768
2,Q2,target_moe__ridge_a5_b0.35,0.7541573427176315,2768
2,Q2,target_moe__ridge_a20_b0.05,0.6429325034083144,2768
2,Q2,target_moe__ridge_a20_b0.1,0.6361612382711734,2768
2,Q2,target_moe__ridge_a20_b0.2,0.6306186054430519,2768
2,Q2,target_moe__ridge_a20_b0.35,0.7362325476185528,2768
2,Q2,target_moe__ridge_a80_b0.05,0.6434973456055891,2768
2,Q2,target_moe__ridge_a80_b0.1,0.6363903193175033,2768
2,Q2,target_moe__ridge_a80_b0.2,0.6267789828002822,2768
2,Q2,target_moe__ridge_a80_b0.35,0.6245094396007407,2768
2,Q2,target_moe__logreg_c0.03_b0.05,0.6461382601611648,2768
2,Q2,target_moe__logreg_c0.03_b0.1,0.6413542184828609,2768
2,Q2,target_moe__logreg_c0.03_b0.2,0.6354606441910096,2768
2,Q2,target_moe__logreg_c0.03_b0.35,0.635667063888868,2768
2,Q2,target_moe__logreg_c0.1_b0.05,0.6450564520043072,2768
2,Q2,target_moe__logreg_c0.1_b0.1,0.6394808736653061,2768
2,Q2,target_moe__logreg_c0.1_b0.2,0.6328635306717283,2768
2,Q2,target_moe__logreg_c0.1_b0.35,0.6342775043690775,2768
2,Q2,selected_plus_target_moe__ridge_a5_b0.05,0.6432865832190479,2768
2,Q2,selected_plus_target_moe__ridge_a5_b0.1,0.637787557709284,2768
2,Q2,selected_plus_target_moe__ridge_a5_b0.2,0.639599791140215,2768
2,Q2,selected_plus_target_moe__ridge_a5_b0.35,0.7541573427176315,2768
2,Q2,selected_plus_target_moe__ridge_a20_b0.05,0.6429325034083144,2768
2,Q2,selected_plus_target_moe__ridge_a20_b0.1,0.6361612382711734,2768
2,Q2,selected_plus_target_moe__ridge_a20_b0.2,0.6306186054430519,2768
2,Q2,selected_plus_target_moe__ridge_a20_b0.35,0.7362325476185528,2768
2,Q2,selected_plus_target_moe__ridge_a80_b0.05,0.6434973456055891,2768
2,Q2,selected_plus_target_moe__ridge_a80_b0.1,0.6363903193175033,2768
2,Q2,selected_plus_target_moe__ridge_a80_b0.2,0.6267789828002822,2768
2,Q2,selected_plus_target_moe__ridge_a80_b0.35,0.6245094396007407,2768
2,Q2,selected_plus_target_moe__logreg_c0.03_b0.05,0.6461382601611648,2768
2,Q2,selected_plus_target_moe__logreg_c0.03_b0.1,0.6413542184828609,2768
2,Q2,selected_plus_target_moe__logreg_c0.03_b0.2,0.6354606441910096,2768
2,Q2,selected_plus_target_moe__logreg_c0.03_b0.35,0.635667063888868,2768
2,Q2,selected_plus_target_moe__logreg_c0.1_b0.05,0.6450564520043072,2768
2,Q2,selected_plus_target_moe__logreg_c0.1_b0.1,0.6394808736653061,2768
2,Q2,selected_plus_target_moe__logreg_c0.1_b0.2,0.6328635306717283,2768
2,Q2,selected_plus_target_moe__logreg_c0.1_b0.35,0.6342775043690775,2768
2,Q3,selected_single__ridge_a5_b0.05,0.6942106218764795,1220
2,Q3,selected_single__ridge_a5_b0.1,0.6864779530372911,1220
2,Q3,selected_single__ridge_a5_b0.2,0.6846551725343175,1220
2,Q3,selected_single__ridge_a5_b0.35,0.801474996567475,1220
2,Q3,selected_single__ridge_a20_b0.05,0.6961423695122078,1220
2,Q3,selected_single__ridge_a20_b0.1,0.688965371785777,1220
2,Q3,selected_single__ridge_a20_b0.2,0.6816518158469888,1220
2,Q3,selected_single__ridge_a20_b0.35,0.6934205702729402,1220
2,Q3,selected_single__ridge_a80_b0.05,0.6986518581504843,1220
2,Q3,selected_single__ridge_a80_b0.1,0.6928943334118582,1220
2,Q3,selected_single__ridge_a80_b0.2,0.6845143727217234,1220
2,Q3,selected_single__ridge_a80_b0.35,0.680174429346129,1220
2,Q3,selected_single__logreg_c0.03_b0.05,0.6983270322724653,1220
2,Q3,selected_single__logreg_c0.03_b0.1,0.692090301064738,1220
2,Q3,selected_single__logreg_c0.03_b0.2,0.6821882990638887,1220
2,Q3,selected_single__logreg_c0.03_b0.35,0.6732608031944693,1220
2,Q3,selected_single__logreg_c0.1_b0.05,0.6980589974961938,1220
2,Q3,selected_single__logreg_c0.1_b0.1,0.6919494248455248,1220
2,Q3,selected_single__logreg_c0.1_b0.2,0.6834105413963532,1220
2,Q3,selected_single__logreg_c0.1_b0.35,0.6792721013768015,1220
2,Q3,target_moe__ridge_a5_b0.05,0.6941347640158125,2444
2,Q3,target_moe__ridge_a5_b0.1,0.68638611959662,2444
2,Q3,target_moe__ridge_a5_b0.2,0.6824122856898738,2444
2,Q3,target_moe__ridge_a5_b0.35,0.7307259226219335,2444
2,Q3,target_moe__ridge_a20_b0.05,0.6952652573717121,2444
2,Q3,target_moe__ridge_a20_b0.1,0.6876868655161851,2444
2,Q3,target_moe__ridge_a20_b0.2,0.6806080145410807,2444
2,Q3,target_moe__ridge_a20_b0.35,0.6997431738378495,2444
2,Q3,target_moe__ridge_a80_b0.05,0.6973878734822258,2444
2,Q3,target_moe__ridge_a80_b0.1,0.6907953781696515,2444
2,Q3,target_moe__ridge_a80_b0.2,0.6820237756415652,2444
2,Q3,target_moe__ridge_a80_b0.35,0.6811816539531765,2444
2,Q3,target_moe__logreg_c0.03_b0.05,0.698975693252066,2444
2,Q3,target_moe__logreg_c0.03_b0.1,0.6933775555227496,2444
2,Q3,target_moe__logreg_c0.03_b0.2,0.6848335539042761,2444
2,Q3,target_moe__logreg_c0.03_b0.35,0.678478380603651,2444
2,Q3,target_moe__logreg_c0.1_b0.05,0.6979851544324106,2444
2,Q3,target_moe__logreg_c0.1_b0.1,0.6918468429247978,2444
2,Q3,target_moe__logreg_c0.1_b0.2,0.6834923863148582,2444
2,Q3,target_moe__logreg_c0.1_b0.35,0.6806142513670971,2444
2,Q3,selected_plus_target_moe__ridge_a5_b0.05,0.6941347640158125,2444
2,Q3,selected_plus_target_moe__ridge_a5_b0.1,0.68638611959662,2444
2,Q3,selected_plus_target_moe__ridge_a5_b0.2,0.6824122856898738,2444
2,Q3,selected_plus_target_moe__ridge_a5_b0.35,0.7307259226219335,2444
2,Q3,selected_plus_target_moe__ridge_a20_b0.05,0.6952652573717121,2444
2,Q3,selected_plus_target_moe__ridge_a20_b0.1,0.6876868655161851,2444
2,Q3,selected_plus_target_moe__ridge_a20_b0.2,0.6806080145410807,2444
2,Q3,selected_plus_target_moe__ridge_a20_b0.35,0.6997431738378495,2444
2,Q3,selected_plus_target_moe__ridge_a80_b0.05,0.6973878734822258,2444
2,Q3,selected_plus_target_moe__ridge_a80_b0.1,0.6907953781696515,2444
2,Q3,selected_plus_target_moe__ridge_a80_b0.2,0.6820237756415652,2444
2,Q3,selected_plus_target_moe__ridge_a80_b0.35,0.6811816539531765,2444
2,Q3,selected_plus_target_moe__logreg_c0.03_b0.05,0.698975693252066,2444
2,Q3,selected_plus_target_moe__logreg_c0.03_b0.1,0.6933775555227496,2444
2,Q3,selected_plus_target_moe__logreg_c0.03_b0.2,0.6848335539042761,2444
2,Q3,selected_plus_target_moe__logreg_c0.03_b0.35,0.678478380603651,2444
2,Q3,selected_plus_target_moe__logreg_c0.1_b0.05,0.6979851544324106,2444
2,Q3,selected_plus_target_moe__logreg_c0.1_b0.1,0.6918468429247978,2444
2,Q3,selected_plus_target_moe__logreg_c0.1_b0.2,0.6834923863148582,2444
2,Q3,selected_plus_target_moe__logreg_c0.1_b0.35,0.6806142513670971,2444
2,S1,selected_single__ridge_a5_b0.05,0.5663842058707459,644
2,S1,selected_single__ridge_a5_b0.1,0.5592631172324002,644
2,S1,selected_single__ridge_a5_b0.2,0.550028550769851,644
2,S1,selected_single__ridge_a5_b0.35,0.5508110487101202,644
2,S1,selected_single__ridge_a20_b0.05,0.5668691504630644,644
2,S1,selected_single__ridge_a20_b0.1,0.5595064437615931,644
2,S1,selected_single__ridge_a20_b0.2,0.5480636687197104,644
2,S1,selected_single__ridge_a20_b0.35,0.5401888147734911,644
2,S1,selected_single__ridge_a80_b0.05,0.5683419110934966,644
2,S1,selected_single__ridge_a80_b0.1,0.5619613428362321,644
2,S1,selected_single__ridge_a80_b0.2,0.5510605475257112,644
2,S1,selected_single__ridge_a80_b0.35,0.5401131210814366,644
2,S1,selected_single__logreg_c0.03_b0.05,0.5707588389584672,644
2,S1,selected_single__logreg_c0.03_b0.1,0.5665240236321727,644
2,S1,selected_single__logreg_c0.03_b0.2,0.5590056240849391,644
2,S1,selected_single__logreg_c0.03_b0.35,0.550048544728092,644
2,S1,selected_single__logreg_c0.1_b0.05,0.5708270670496284,644
2,S1,selected_single__logreg_c0.1_b0.1,0.5667805440624617,644
2,S1,selected_single__logreg_c0.1_b0.2,0.5600172298927947,644
2,S1,selected_single__logreg_c0.1_b0.35,0.553249418850632,644
2,S1,target_moe__ridge_a5_b0.05,0.5698331980959606,2252
2,S1,target_moe__ridge_a5_b0.1,0.5685877134923242,2252
2,S1,target_moe__ridge_a5_b0.2,0.6632058827878878,2252
2,S1,target_moe__ridge_a5_b0.35,0.7828859587446757,2252
2,S1,target_moe__ridge_a20_b0.05,0.5705376098686817,2252
2,S1,target_moe__ridge_a20_b0.1,0.5682436550272033,2252
2,S1,target_moe__ridge_a20_b0.2,0.5758761412481312,2252
2,S1,target_moe__ridge_a20_b0.35,0.6720721391174453,2252
2,S1,target_moe__ridge_a80_b0.05,0.571019886210616,2252
2,S1,target_moe__ridge_a80_b0.1,0.5682004513350369,2252
2,S1,target_moe__ridge_a80_b0.2,0.5676899283805817,2252
2,S1,target_moe__ridge_a80_b0.35,0.5936020242060266,2252
2,S1,target_moe__logreg_c0.03_b0.05,0.5727107619345041,2252
2,S1,target_moe__logreg_c0.03_b0.1,0.5707038021148457,2252
2,S1,target_moe__logreg_c0.03_b0.2,0.5685179535866547,2252
2,S1,target_moe__logreg_c0.03_b0.35,0.5700425569619071,2252
2,S1,target_moe__logreg_c0.1_b0.05,0.5735151241900244,2252
2,S1,target_moe__logreg_c0.1_b0.1,0.5724940153659529,2252
2,S1,target_moe__logreg_c0.1_b0.2,0.572870003820035,2252
2,S1,target_moe__logreg_c0.1_b0.35,0.5799866543666673,2252
2,S1,selected_plus_target_moe__ridge_a5_b0.05,0.5698331980959606,2252
2,S1,selected_plus_target_moe__ridge_a5_b0.1,0.5685877134923242,2252
2,S1,selected_plus_target_moe__ridge_a5_b0.2,0.6632058827878878,2252
2,S1,selected_plus_target_moe__ridge_a5_b0.35,0.7828859587446757,2252
2,S1,selected_plus_target_moe__ridge_a20_b0.05,0.5705376098686817,2252
2,S1,selected_plus_target_moe__ridge_a20_b0.1,0.5682436550272033,2252
2,S1,selected_plus_target_moe__ridge_a20_b0.2,0.5758761412481312,2252
2,S1,selected_plus_target_moe__ridge_a20_b0.35,0.6720721391174453,2252
2,S1,selected_plus_target_moe__ridge_a80_b0.05,0.571019886210616,2252
2,S1,selected_plus_target_moe__ridge_a80_b0.1,0.5682004513350369,2252
2,S1,selected_plus_target_moe__ridge_a80_b0.2,0.5676899283805817,2252
2,S1,selected_plus_target_moe__ridge_a80_b0.35,0.5936020242060266,2252
2,S1,selected_plus_target_moe__logreg_c0.03_b0.05,0.5727107619345041,2252
2,S1,selected_plus_target_moe__logreg_c0.03_b0.1,0.5707038021148457,2252
2,S1,selected_plus_target_moe__logreg_c0.03_b0.2,0.5685179535866547,2252
2,S1,selected_plus_target_moe__logreg_c0.03_b0.35,0.5700425569619071,2252
2,S1,selected_plus_target_moe__logreg_c0.1_b0.05,0.5735151241900244,2252
2,S1,selected_plus_target_moe__logreg_c0.1_b0.1,0.5724940153659529,2252
2,S1,selected_plus_target_moe__logreg_c0.1_b0.2,0.572870003820035,2252
2,S1,selected_plus_target_moe__logreg_c0.1_b0.35,0.5799866543666673,2252
2,S2,selected_single__ridge_a5_b0.05,0.5364545749656603,196
2,S2,selected_single__ridge_a5_b0.1,0.536287852739416,196
2,S2,selected_single__ridge_a5_b0.2,0.5383014058934151,196
2,S2,selected_single__ridge_a5_b0.35,0.5501733720404794,196
2,S2,selected_single__ridge_a20_b0.05,0.5361828805008956,196
2,S2,selected_single__ridge_a20_b0.1,0.5354576554006494,196
2,S2,selected_single__ridge_a20_b0.2,0.5352910797876299,196
2,S2,selected_single__ridge_a20_b0.35,0.5392152570594932,196
2,S2,selected_single__ridge_a80_b0.05,0.5354696740761085,196
2,S2,selected_single__ridge_a80_b0.1,0.5337930613047057,196
2,S2,selected_single__ridge_a80_b0.2,0.5309526358831339,196
2,S2,selected_single__ridge_a80_b0.35,0.5279880460701655,196
2,S2,selected_single__logreg_c0.03_b0.05,0.5359731994719829,196
2,S2,selected_single__logreg_c0.03_b0.1,0.5349098996107856,196
2,S2,selected_single__logreg_c0.03_b0.2,0.5335635620784313,196
2,S2,selected_single__logreg_c0.03_b0.35,0.5333535848101115,196
2,S2,selected_single__logreg_c0.1_b0.05,0.5360200632354011,196
2,S2,selected_single__logreg_c0.1_b0.1,0.5350316686178516,196
2,S2,selected_single__logreg_c0.1_b0.2,0.5339713011918168,196
2,S2,selected_single__logreg_c0.1_b0.35,0.5346782126239733,196
2,S2,target_moe__ridge_a5_b0.05,0.54278168413035,1420
2,S2,target_moe__ridge_a5_b0.1,0.552989446195673,1420
2,S2,target_moe__ridge_a5_b0.2,0.6818048123687587,1420
2,S2,target_moe__ridge_a5_b0.35,0.8056399432725481,1420
2,S2,target_moe__ridge_a20_b0.05,0.5407726691645354,1420
2,S2,target_moe__ridge_a20_b0.1,0.5472117707875062,1420
2,S2,target_moe__ridge_a20_b0.2,0.5810477364108533,1420
2,S2,target_moe__ridge_a20_b0.35,0.7798446822054441,1420
2,S2,target_moe__ridge_a80_b0.05,0.536989887168598,1420
2,S2,target_moe__ridge_a80_b0.1,0.5380463281025801,1420
2,S2,target_moe__ridge_a80_b0.2,0.5460743089756132,1420
2,S2,target_moe__ridge_a80_b0.35,0.6605917941939969,1420
2,S2,target_moe__logreg_c0.03_b0.05,0.5347107171552922,1420
2,S2,target_moe__logreg_c0.03_b0.1,0.532551775171578,1420
2,S2,target_moe__logreg_c0.03_b0.2,0.5295888184169513,1420
2,S2,target_moe__logreg_c0.03_b0.35,0.5286981661466684,1420
2,S2,target_moe__logreg_c0.1_b0.05,0.5353945110875642,1420
2,S2,target_moe__logreg_c0.1_b0.1,0.5341120547757614,1420
2,S2,target_moe__logreg_c0.1_b0.2,0.5335089990907116,1420
2,S2,target_moe__logreg_c0.1_b0.35,0.5378816209710972,1420
2,S2,selected_plus_target_moe__ridge_a5_b0.05,0.54278168413035,1420
2,S2,selected_plus_target_moe__ridge_a5_b0.1,0.552989446195673,1420
2,S2,selected_plus_target_moe__ridge_a5_b0.2,0.6818048123687587,1420
2,S2,selected_plus_target_moe__ridge_a5_b0.35,0.8056399432725481,1420
2,S2,selected_plus_target_moe__ridge_a20_b0.05,0.5407726691645354,1420
2,S2,selected_plus_target_moe__ridge_a20_b0.1,0.5472117707875062,1420
2,S2,selected_plus_target_moe__ridge_a20_b0.2,0.5810477364108533,1420
2,S2,selected_plus_target_moe__ridge_a20_b0.35,0.7798446822054441,1420
2,S2,selected_plus_target_moe__ridge_a80_b0.05,0.536989887168598,1420
2,S2,selected_plus_target_moe__ridge_a80_b0.1,0.5380463281025801,1420
2,S2,selected_plus_target_moe__ridge_a80_b0.2,0.5460743089756132,1420
2,S2,selected_plus_target_moe__ridge_a80_b0.35,0.6605917941939969,1420
2,S2,selected_plus_target_moe__logreg_c0.03_b0.05,0.5347107171552922,1420
2,S2,selected_plus_target_moe__logreg_c0.03_b0.1,0.532551775171578,1420
2,S2,selected_plus_target_moe__logreg_c0.03_b0.2,0.5295888184169513,1420
2,S2,selected_plus_target_moe__logreg_c0.03_b0.35,0.5286981661466684,1420
2,S2,selected_plus_target_moe__logreg_c0.1_b0.05,0.5353945110875642,1420
2,S2,selected_plus_target_moe__logreg_c0.1_b0.1,0.5341120547757614,1420
2,S2,selected_plus_target_moe__logreg_c0.1_b0.2,0.5335089990907116,1420
2,S2,selected_plus_target_moe__logreg_c0.1_b0.35,0.5378816209710972,1420
2,S3,selected_single__ridge_a5_b0.05,0.5145269862302281,2436
2,S3,selected_single__ridge_a5_b0.1,0.5088015231780292,2436
2,S3,selected_single__ridge_a5_b0.2,0.6035096973961904,2436
2,S3,selected_single__ridge_a5_b0.35,0.7155348619736337,2436
2,S3,selected_single__ridge_a20_b0.05,0.5167996961211578,2436
2,S3,selected_single__ridge_a20_b0.1,0.5117222221246915,2436
2,S3,selected_single__ridge_a20_b0.2,0.6045931032677224,2436
2,S3,selected_single__ridge_a20_b0.35,0.6961786184309079,2436
2,S3,selected_single__ridge_a80_b0.05,0.5200258732073639,2436
2,S3,selected_single__ridge_a80_b0.1,0.5167522646808645,2436
2,S3,selected_single__ridge_a80_b0.2,0.5250229658804876,2436
2,S3,selected_single__ridge_a80_b0.35,0.6950639321824089,2436
2,S3,selected_single__logreg_c0.03_b0.05,0.5232175504119361,2436
2,S3,selected_single__logreg_c0.03_b0.1,0.5214955284916131,2436
2,S3,selected_single__logreg_c0.03_b0.2,0.5204038590169877,2436
2,S3,selected_single__logreg_c0.03_b0.35,0.5249410316879384,2436
2,S3,selected_single__logreg_c0.1_b0.05,0.5223111238710495,2436
2,S3,selected_single__logreg_c0.1_b0.1,0.5199487798376702,2436
2,S3,selected_single__logreg_c0.1_b0.2,0.5183331578240759,2436
2,S3,selected_single__logreg_c0.1_b0.35,0.5239954267836744,2436
2,S3,target_moe__ridge_a5_b0.05,0.5170761272746285,3660
2,S3,target_moe__ridge_a5_b0.1,0.5125745807840478,3660
2,S3,target_moe__ridge_a5_b0.2,0.6039204530967291,3660
2,S3,target_moe__ridge_a5_b0.35,0.6203823882387127,3660
2,S3,target_moe__ridge_a20_b0.05,0.5182741006571168,3660
2,S3,target_moe__ridge_a20_b0.1,0.5141192392158859,3660
2,S3,target_moe__ridge_a20_b0.2,0.6048604864819916,3660
2,S3,target_moe__ridge_a20_b0.35,0.6162962075211718,3660
2,S3,target_moe__ridge_a80_b0.05,0.5204947086808783,3660
2,S3,target_moe__ridge_a80_b0.1,0.5175649034127484,3660
2,S3,target_moe__ridge_a80_b0.2,0.5258714089491696,3660
2,S3,target_moe__ridge_a80_b0.35,0.6250715968940797,3660
2,S3,target_moe__logreg_c0.03_b0.05,0.5231589204861434,3660
2,S3,target_moe__logreg_c0.03_b0.1,0.5214208922047578,3660
2,S3,target_moe__logreg_c0.03_b0.2,0.5204342596928143,3660
2,S3,target_moe__logreg_c0.03_b0.35,0.5255418417889027,3660
2,S3,target_moe__logreg_c0.1_b0.05,0.5222953284616302,3660
2,S3,target_moe__logreg_c0.1_b0.1,0.519905075286326,3660
