fold,heldout_subjects,positive_rate,auc,ap,feature_family,label_task
0,"id03,id04",0.4166666666666667,0.7074156138645935,0.5680318560234586,action_geometry_only,toxic_tail_action
1,"id08,id10",0.4117174959871589,0.6853314504998285,0.5360199745674088,action_geometry_only,toxic_tail_action
2,"id01,id07",0.40714285714285714,0.6769782182661772,0.524719168311844,action_geometry_only,toxic_tail_action
3,"id05,id06",0.3944099378881988,0.7026158388855239,0.5267588058187582,action_geometry_only,toxic_tail_action
4,"id02,id09",0.3868378812199037,0.7345891898937672,0.5655387783309531,action_geometry_only,toxic_tail_action
0,"id03,id04",0.01746031746031746,0.5156961374651197,0.01786830786330776,open_loop_human_state_listener,strict_jury_released
1,"id08,id10",0.02086677367576244,0.7228247162673394,0.07658770625646309,open_loop_human_state_listener,strict_jury_released
2,"id01,id07",0.03650793650793651,0.7412971850154001,0.12283991659294856,open_loop_human_state_listener,strict_jury_released
3,"id05,id06",0.030279503105590064,0.7547371230317588,0.202285548260041,open_loop_human_state_listener,strict_jury_released
4,"id02,id09",0.03290529695024077,0.7855176601558547,0.17975036178625972,open_loop_human_state_listener,strict_jury_released
0,"id03,id04",0.009523809523809525,0.5701455662393162,0.01240926645947305,open_loop_human_state_listener,strict_positive_release
1,"id08,id10",0.01043338683788122,0.6362218479006798,0.0327647525253178,open_loop_human_state_listener,strict_positive_release
2,"id01,id07",0.022222222222222223,0.6494521103896104,0.05213609726476473,open_loop_human_state_listener,strict_positive_release
3,"id05,id06",0.011645962732919254,0.7274679235401939,0.11276219187350797,open_loop_human_state_listener,strict_positive_release
4,"id02,id09",0.019261637239165328,0.7694694489907256,0.10652771561903512,open_loop_human_state_listener,strict_positive_release
0,"id03,id04",0.5,0.4859536407155455,0.49684429249375406,open_loop_human_state_listener,healthy_action
1,"id08,id10",0.5,0.506797997572972,0.5051767858448981,open_loop_human_state_listener,healthy_action
2,"id01,id07",0.5,0.4495830183925422,0.4633066882807944,open_loop_human_state_listener,healthy_action
3,"id05,id06",0.5,0.5033430905443463,0.49888658389768864,open_loop_human_state_listener,healthy_action
4,"id02,id09",0.5,0.4745677339235151,0.4777566047837851,open_loop_human_state_listener,healthy_action
0,"id03,id04",0.4166666666666667,0.6308091998704244,0.4972566354709593,open_loop_human_state_listener,toxic_tail_action
1,"id08,id10",0.4117174959871589,0.6753056280233705,0.5402428693178541,open_loop_human_state_listener,toxic_tail_action
2,"id01,id07",0.40714285714285714,0.6091135170963256,0.45663504910390823,open_loop_human_state_listener,toxic_tail_action
3,"id05,id06",0.3944099378881988,0.6684938421158895,0.5032099070911451,open_loop_human_state_listener,toxic_tail_action
4,"id02,id09",0.3868378812199037,0.6431942603897373,0.4703392130371402,open_loop_human_state_listener,toxic_tail_action
0,"id03,id04",0.01746031746031746,0.5726061095608753,0.02437934330065116,masked_pretext_prediction_listener,strict_jury_released
1,"id08,id10",0.02086677367576244,0.6293505674653216,0.07001924579053967,masked_pretext_prediction_listener,strict_jury_released
2,"id01,id07",0.03650793650793651,0.69356600530048,0.14675168230799931,masked_pretext_prediction_listener,strict_jury_released
3,"id05,id06",0.030279503105590064,0.6979224405165158,0.17796352497297463,masked_pretext_prediction_listener,strict_jury_released
4,"id02,id09",0.03290529695024077,0.794798097358567,0.18488110148231746,masked_pretext_prediction_listener,strict_jury_released
0,"id03,id04",0.009523809523809525,0.594150641025641,0.013271295236648214,masked_pretext_prediction_listener,strict_positive_release
1,"id08,id10",0.01043338683788122,0.5971052467402833,0.058282578350830956,masked_pretext_prediction_listener,strict_positive_release
2,"id01,id07",0.022222222222222223,0.6252753942486085,0.07140108743645793,masked_pretext_prediction_listener,strict_positive_release
3,"id05,id06",0.011645962732919254,0.6439905734485467,0.02721008620966493,masked_pretext_prediction_listener,strict_positive_release
4,"id02,id09",0.019261637239165328,0.6987690943807965,0.07255770112101154,masked_pretext_prediction_listener,strict_positive_release
0,"id03,id04",0.5,0.5185525321239607,0.5190693784334653,masked_pretext_prediction_listener,healthy_action
1,"id08,id10",0.5,0.5402894398511836,0.5253689408105386,masked_pretext_prediction_listener,healthy_action
2,"id01,id07",0.5,0.5808944318468128,0.5845325671626578,masked_pretext_prediction_listener,healthy_action
3,"id05,id06",0.5,0.49801319393541915,0.4921380021294954,masked_pretext_prediction_listener,healthy_action
4,"id02,id09",0.5,0.4893991430684128,0.4851915710596981,masked_pretext_prediction_listener,healthy_action
0,"id03,id04",0.4166666666666667,0.6195296404275995,0.48617980236435454,masked_pretext_prediction_listener,toxic_tail_action
1,"id08,id10",0.4117174959871589,0.6604703360645057,0.5373849579953653,masked_pretext_prediction_listener,toxic_tail_action
2,"id01,id07",0.40714285714285714,0.7092933136052983,0.5762868795349847,masked_pretext_prediction_listener,toxic_tail_action
3,"id05,id06",0.3944099378881988,0.6490788411064,0.48469846035196223,masked_pretext_prediction_listener,toxic_tail_action
4,"id02,id09",0.3868378812199037,0.6445466098933328,0.4653081627169561,masked_pretext_prediction_listener,toxic_tail_action
0,"id03,id04",0.01746031746031746,0.5825928917609047,0.021641163272946937,masked_pretext_residual_listener,strict_jury_released
1,"id08,id10",0.02086677367576244,0.6300756620428751,0.041074401128302296,masked_pretext_residual_listener,strict_jury_released
2,"id01,id07",0.03650793650793651,0.6655594155146479,0.13687528336709615,masked_pretext_residual_listener,strict_jury_released
3,"id05,id06",0.030279503105590064,0.710609513251627,0.16590586508347188,masked_pretext_residual_listener,strict_jury_released
4,"id02,id09",0.03290529695024077,0.8163141382451169,0.23073926773959902,masked_pretext_residual_listener,strict_jury_released
0,"id03,id04",0.009523809523809525,0.625534188034188,0.015451175231804582,masked_pretext_residual_listener,strict_positive_release
1,"id08,id10",0.01043338683788122,0.5985713394472518,0.03154858183077304,masked_pretext_residual_listener,strict_positive_release
2,"id01,id07",0.022222222222222223,0.7083429962894249,0.07554699999600004,masked_pretext_residual_listener,strict_positive_release
3,"id05,id06",0.011645962732919254,0.6852055511914115,0.05124016682971018,masked_pretext_residual_listener,strict_positive_release
4,"id02,id09",0.019261637239165328,0.8370328696126568,0.09246592891106353,masked_pretext_residual_listener,strict_positive_release
0,"id03,id04",0.5,0.5698085159989921,0.5538739599239166,masked_pretext_residual_listener,healthy_action
1,"id08,id10",0.5,0.5477057885393773,0.5410556992895738,masked_pretext_residual_listener,healthy_action
2,"id01,id07",0.5,0.5646069538926682,0.552444526448532,masked_pretext_residual_listener,healthy_action
3,"id05,id06",0.5,0.522860325604722,0.5192415328770932,masked_pretext_residual_listener,healthy_action
4,"id02,id09",0.5,0.5052327963125662,0.5073918497692427,masked_pretext_residual_listener,healthy_action
0,"id03,id04",0.4166666666666667,0.6286776805960479,0.49392768455273356,masked_pretext_residual_listener,toxic_tail_action
1,"id08,id10",0.4117174959871589,0.6646508646939465,0.5354331372654154,masked_pretext_residual_listener,toxic_tail_action
2,"id01,id07",0.40714285714285714,0.6953897461189789,0.5500547703650692,masked_pretext_residual_listener,toxic_tail_action
3,"id05,id06",0.3944099378881988,0.6524568443367657,0.49045835514690855,masked_pretext_residual_listener,toxic_tail_action
4,"id02,id09",0.3868378812199037,0.664330831396233,0.5069732002211573,masked_pretext_residual_listener,toxic_tail_action
0,"id03,id04",0.01746031746031746,0.5684021148479953,0.022140707659195732,masked_pretext_full_listener,strict_jury_released
1,"id08,id10",0.02086677367576244,0.6274590163934426,0.05359967267437422,masked_pretext_full_listener,strict_jury_released
2,"id01,id07",0.03650793650793651,0.7054025499606045,0.10253520595768043,masked_pretext_full_listener,strict_jury_released
3,"id05,id06",0.030279503105590064,0.6763256759253556,0.18800647023410888,masked_pretext_full_listener,strict_jury_released
4,"id02,id09",0.03290529695024077,0.813369092197146,0.15193628755151195,masked_pretext_full_listener,strict_jury_released
0,"id03,id04",0.009523809523809525,0.5797943376068376,0.013959313414639064,masked_pretext_full_listener,strict_positive_release
1,"id08,id10",0.01043338683788122,0.6090211491671346,0.09992905998466811,masked_pretext_full_listener,strict_positive_release
2,"id01,id07",0.022222222222222223,0.6713821892393321,0.06551999054815008,masked_pretext_full_listener,strict_positive_release
3,"id05,id06",0.011645962732919254,0.5771929824561404,0.023647308113397006,masked_pretext_full_listener,strict_positive_release
4,"id02,id09",0.019261637239165328,0.8023561102018549,0.09886789015580474,masked_pretext_full_listener,strict_positive_release
0,"id03,id04",0.5,0.5170521541950114,0.5223500853347902,masked_pretext_full_listener,healthy_action
1,"id08,id10",0.5,0.5554983008226646,0.549970537750723,masked_pretext_full_listener,healthy_action
2,"id01,id07",0.5,0.5730788611740993,0.5682056985352799,masked_pretext_full_listener,healthy_action
3,"id05,id06",0.5,0.49050480305543764,0.4977191085016819,masked_pretext_full_listener,healthy_action
4,"id02,id09",0.5,0.49607991157579057,0.49827622137427274,masked_pretext_full_listener,healthy_action
0,"id03,id04",0.4166666666666667,0.622982831227729,0.4898979837760935,masked_pretext_full_listener,toxic_tail_action
1,"id08,id10",0.4117174959871589,0.6695946323288895,0.5441017667123094,masked_pretext_full_listener,toxic_tail_action
2,"id01,id07",0.40714285714285714,0.7071508907625302,0.5583024935807983,masked_pretext_full_listener,toxic_tail_action
3,"id05,id06",0.3944099378881988,0.6518953159701191,0.48323451054830974,masked_pretext_full_listener,toxic_tail_action
4,"id02,id09",0.3868378812199037,0.6459654906476071,0.4685570136693426,masked_pretext_full_listener,toxic_tail_action
0,"id03,id04",0.01746031746031746,0.5566713173740637,0.019446298610213915,human_plus_masked_pretext_listener,strict_jury_released
1,"id08,id10",0.02086677367576244,0.6975567465321564,0.06579474185384221,human_plus_masked_pretext_listener,strict_jury_released
2,"id01,id07",0.03650793650793651,0.7658566721581548,0.11486610133630853,human_plus_masked_pretext_listener,strict_jury_released
3,"id05,id06",0.030279503105590064,0.746535690090534,0.15887390852056835,human_plus_masked_pretext_listener,strict_jury_released
4,"id02,id09",0.03290529695024077,0.7997571096042911,0.13177290812750295,human_plus_masked_pretext_listener,strict_jury_released
0,"id03,id04",0.009523809523809525,0.47162126068376065,0.010467270617292784,human_plus_masked_pretext_listener,strict_positive_release
1,"id08,id10",0.01043338683788122,0.614635972300206,0.060712161997988325,human_plus_masked_pretext_listener,strict_positive_release
2,"id01,id07",0.022222222222222223,0.6608157467532467,0.046307052251727716,human_plus_masked_pretext_listener,strict_positive_release
3,"id05,id06",0.011645962732919254,0.6627913066247708,0.05869141358541409,human_plus_masked_pretext_listener,strict_positive_release
4,"id02,id09",0.019261637239165328,0.7801077468630659,0.0775696248390408,human_plus_masked_pretext_listener,strict_positive_release
0,"id03,id04",0.5,0.541960191484001,0.528379950488937,human_plus_masked_pretext_listener,healthy_action
1,"id08,id10",0.5,0.534822185407429,0.5293794021983123,human_plus_masked_pretext_listener,healthy_action
2,"id01,id07",0.5,0.5628785588309397,0.5606606717493061,human_plus_masked_pretext_listener,healthy_action
3,"id05,id06",0.5,0.5408187377030207,0.524225460811332,human_plus_masked_pretext_listener,healthy_action
4,"id02,id09",0.5,0.47332587876711096,0.47592820269819214,human_plus_masked_pretext_listener,healthy_action
0,"id03,id04",0.4166666666666667,0.6350761256883705,0.511814804270659,human_plus_masked_pretext_listener,toxic_tail_action
1,"id08,id10",0.4117174959871589,0.6601113212012903,0.5265354083069848,human_plus_masked_pretext_listener,toxic_tail_action
2,"id01,id07",0.40714285714285714,0.7029769500353591,0.560792185913106,human_plus_masked_pretext_listener,toxic_tail_action
3,"id05,id06",0.3944099378881988,0.6652130022208762,0.4976902989730163,human_plus_masked_pretext_listener,toxic_tail_action
4,"id02,id09",0.3868378812199037,0.6391399274402033,0.4702882985550253,human_plus_masked_pretext_listener,toxic_tail_action
