file,role,actual_delta,bundle_frontier_fit_delta,bundle_frontier_fit_error,bundle_plus_bad_fit_delta,bundle_plus_bad_fit_error,bundle_all_fit_delta,bundle_all_fit_error
submission_h057_q2row_fullvector_state_7cde1a77_uploadsafe.csv,frontier,0.0,0.0,0.0,0.0,0.0,0.0,0.0
submission_h042_target_Q2_phase_k45_s0.5_c45_50fc6607_uploadsafe.csv,frontier_basin,0.00015723090000008266,0.0001572328400821442,1.9400820615279e-09,0.0004760580578784526,0.0003188271578783699,0.0001850418762450217,2.7810976244939048e-05
submission_h050_target_route_phase_b140216b_uploadsafe.csv,frontier_basin,0.00015723090000008266,0.00015723096033283624,6.033275357715702e-11,3.02288107854934e-05,-0.00012700208921458925,0.00013980886518270144,-1.742203481738122e-05
submission_h144_targetxor_def80b88_uploadsafe.csv,tie_sensor,0.00018204710000002677,0.00018204261426026834,-4.485739758428812e-09,-2.6330260138081253e-05,-0.00020837736013810802,0.00015118079447664325,-3.086630552338353e-05
submission_h145_q3repair_2d818e46_uploadsafe.csv,tie_sensor,0.00018204710000002677,0.00018204385445241115,-3.2455476156264835e-09,-2.6608521788940123e-05,-0.00020865562178896689,0.00015025910532311332,-3.178799467691345e-05
submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,breakthrough_anchor,0.0003758892000000902,0.0003758867195646506,-2.480435439564197e-09,0.0006090292970214906,0.00023314009702140042,0.0003856178576117517,9.728657611661495e-06
submission_h088_dual_state_gate_c31cc15b_uploadsafe.csv,negative_sensor,0.0007466080000000375,0.0007466074147817283,-5.852183091424601e-10,0.0004623005945783694,-0.00028430740542166805,0.000736055092964479,-1.0552907035558468e-05
submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,pre_h_world,0.00841135550000005,-0.0016032677877456608,-0.010014623287745711,0.009386089981142895,0.000974734481142844,0.008462147757866662,5.07922578666109e-05
submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,pre_h_world,0.008532973700000057,-0.0016819705556505983,-0.010214944255650655,0.00945730402763602,0.0009243303276359627,0.008511848499255526,-2.1125200744530684e-05
submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe.csv,pre_h_world,0.00854283510000009,-0.0015791925756388242,-0.010122027675638915,0.00943454859824287,0.0008917134982427792,0.008545428462283634,2.593362283543829e-06
submission_e95_hardtail_541e3973.csv,pre_h_world,0.008543735900000016,-0.0013083033868352954,-0.00985203928683531,0.009320577134642996,0.0007768412346429807,0.008567698013351069,2.3962113351053138e-05
submission_e101_q2s3tail_177569bc.csv,pre_h_world,0.00855277210000005,-0.001309053296771255,-0.009861825396771304,0.009325537640603752,0.0007727655406037023,0.00856517255897832,1.2400458978269538e-05
submission_mixmin_0c916bb4.csv,pre_h_world,0.008559046600000064,-0.00128600600127022,-0.009845052601270284,0.009302746882411414,0.0007437002824113494,0.008580391217089945,2.134461708988046e-05
submission_e176_abl_q2_to0p75_91e49725.csv,pre_h_world,0.008564237100000094,-0.0013009456160227983,-0.009865182716022892,0.00929341037841724,0.0007291732784171466,0.00852024429202689,-4.399280797320361e-05
submission_e267_humansocial_tail_balanced_2936100f.csv,pre_h_world,0.008581903499999988,-0.0017117947995204724,-0.010293698299520461,0.009505633536914826,0.0009237300369148386,0.008580149395176245,-1.75410482374308e-06
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,pre_h_world,0.008660183300000068,-0.0011851012129285164,-0.009845284512928584,0.009491404899751562,0.0008312215997514933,0.008661003047294504,8.197472944355272e-07
submission_e323_5508f966_uploadsafe.csv,bad_anchor,0.009287907699999987,-0.0015754637733109097,-0.010863371473310896,0.009332094892122462,4.4187192122475266e-05,0.009276208725277926,-1.1698974722060967e-05
submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,bad_anchor,0.009538914900000028,-0.001501925088020558,-0.011040839988020586,0.009474779015833143,-6.413588416688543e-05,0.009516657566155056,-2.2257333844971985e-05
submission_h010_objective_s1s4_v2_uploadsafe.csv,bad_anchor,0.01042422360000006,-0.0017190021157845198,-0.01214322571578458,0.010117650872004324,-0.00030657272799573636,0.010402142054471802,-2.2081545528258167e-05
