config,metric,actual,null_mean,null_std,z,p
full_field_public_private_reset,cell_score,0.5025885714285714,0.5025885714285714,2.486682082878748e-17,0.0,1.0
full_field_public_private_reset,route_energy_delta,0.0007776142730660616,0.0007776142730660659,1.2941346890796358e-19,-33.51126220893031,0.0
full_field_public_private_reset,negative_distance_rank,0.5002857142857143,0.5002857142857143,6.420585529534508e-18,0.0,0.9966666666666667
full_field_public_private_reset,anti_bad_rank,0.4997142857142857,0.4997142857142857,8.493636291284131e-18,0.0,0.99
nonlocal_transport_release,cell_score,0.6326061224489796,0.5029656285714286,0.003884779532079199,33.371390269904275,0.0
nonlocal_transport_release,route_energy_delta,-0.005154582659378079,0.002627507252200473,0.0005559605463315167,-13.99755785357137,0.0
nonlocal_transport_release,negative_distance_rank,0.7738580301685891,0.5016688790298728,0.01396489302261663,19.490958555707984,0.0
nonlocal_transport_release,anti_bad_rank,0.6183070097604259,0.49996616385684706,0.014635738664403337,8.085744670435004,0.0
listener_shock_reset,cell_score,0.5766714845938375,0.5028788982010581,0.002224972902244038,33.16561128378441,0.0
listener_shock_reset,route_energy_delta,0.006757094743164469,0.007858172054126875,0.0007013891286267746,-1.5698522632054004,0.06
listener_shock_reset,negative_distance_rank,0.7048806722689075,0.5007084817927171,0.007633088102631202,26.74830785797038,0.0
listener_shock_reset,anti_bad_rank,0.6522136321195144,0.5004823205726736,0.007317919045803035,20.73421564206311,0.0
cohort_ready_private_safe_reset,cell_score,0.6799605056890013,0.5020692222503159,0.007104251044766798,25.04011785587524,0.0
cohort_ready_private_safe_reset,route_energy_delta,-0.005333015714825038,0.0012895199083776973,0.000567334849091197,-11.67306333078472,0.0
cohort_ready_private_safe_reset,negative_distance_rank,0.8094462705436158,0.5007349009692372,0.02644125976827821,11.675365405423765,0.0
cohort_ready_private_safe_reset,anti_bad_rank,0.6495170670037927,0.5003194437420986,0.0255195238694897,5.846410929322624,0.0
